gvkey,conm,call_year,call_quarter,call_date,transcriptid,ceo_matched,speaker_matched,match_score,n_presenter_segments,n_answer_segments,total_words,filename,match_method,passes_word_filter
143357,Accenture plc,2022,2,2022-03-17,3001973,"Julie T. Sweet, J.D.",Julie T. Sweet,82.35294117647058,5,14,4732,143357_2022_Q2_3001973.txt,,True
143357,Accenture plc,2022,3,2022-06-23,2592285,"Julie T. Sweet, J.D.",Julie T. Sweet,82.35294117647058,2,10,4535,143357_2022_Q3_2592285.txt,,True
143357,Accenture plc,2022,4,2022-09-22,2650368,"Julie T. Sweet, J.D.",Julie T. Sweet,82.35294117647058,2,12,3888,143357_2022_Q4_2650368.txt,,True
001300,Honeywell International Inc.,2018,1,2018-04-20,1434481,Darius Adamczyk,Darius Adamczyk,100.0,1,19,3478,001300_2018_Q1_1434481.txt,,True
001300,Honeywell International Inc.,2018,2,2018-07-20,1505006,Darius Adamczyk,Darius Adamczyk,100.0,1,24,4048,001300_2018_Q2_1505006.txt,,True
001300,Honeywell International Inc.,2018,3,2018-10-19,1573641,Darius Adamczyk,Darius Adamczyk,100.0,2,21,4707,001300_2018_Q3_1573641.txt,,True
001300,Honeywell International Inc.,2018,4,2019-02-01,1647169,Darius Adamczyk,Darius Adamczyk,100.0,2,22,4788,001300_2018_Q4_1647169.txt,,True
001300,Honeywell International Inc.,2019,1,2019-04-18,1701777,Darius Adamczyk,Darius Adamczyk,100.0,2,28,4199,001300_2019_Q1_1701777.txt,,True
001300,Honeywell International Inc.,2019,2,2019-07-18,1774097,Darius Adamczyk,Darius Adamczyk,100.0,2,22,4393,001300_2019_Q2_1774097.txt,,True
001300,Honeywell International Inc.,2019,3,2019-10-17,1836420,Darius Adamczyk,Darius Adamczyk,100.0,2,14,3361,001300_2019_Q3_1836420.txt,,True
001300,Honeywell International Inc.,2019,4,2020-01-31,1901654,Darius Adamczyk,Darius Adamczyk,100.0,2,15,3019,001300_2019_Q4_1901654.txt,,True
001300,Honeywell International Inc.,2020,1,2020-05-01,1981650,Darius Adamczyk,Darius Adamczyk,100.0,2,22,5520,001300_2020_Q1_1981650.txt,,True
001300,Honeywell International Inc.,2020,2,2020-07-24,2090264,Darius Adamczyk,Darius Adamczyk,100.0,2,24,4498,001300_2020_Q2_2090264.txt,,True
001300,Honeywell International Inc.,2020,3,2020-10-30,2154530,Darius Adamczyk,Darius Adamczyk,100.0,2,15,4262,001300_2020_Q3_2154530.txt,,True
001300,Honeywell International Inc.,2020,4,2021-01-29,2253176,Darius Adamczyk,Darius Adamczyk,100.0,2,15,4155,001300_2020_Q4_2253176.txt,,True
001300,Honeywell International Inc.,2021,1,2021-04-23,2256490,Darius Adamczyk,Darius Adamczyk,100.0,2,16,4132,001300_2021_Q1_2256490.txt,,True
001300,Honeywell International Inc.,2021,2,2021-07-23,2383870,Darius Adamczyk,Darius Adamczyk,100.0,2,16,4297,001300_2021_Q2_2383870.txt,,True
001300,Honeywell International Inc.,2021,3,2021-10-22,2410081,Darius Adamczyk,Darius Adamczyk,100.0,2,16,3959,001300_2021_Q3_2410081.txt,,True
001300,Honeywell International Inc.,2021,4,2022-02-03,2484166,Darius Adamczyk,Darius Adamczyk,100.0,2,17,4686,001300_2021_Q4_2484166.txt,,True
001300,Honeywell International Inc.,2022,1,2022-04-29,2563175,Darius Adamczyk,Darius Adamczyk,100.0,2,17,3981,001300_2022_Q1_2563175.txt,,True
001300,Honeywell International Inc.,2022,2,2022-07-28,2607042,Darius Adamczyk,Darius Adamczyk,100.0,2,17,4231,001300_2022_Q2_2607042.txt,,True
001300,Honeywell International Inc.,2022,3,2022-10-27,2665726,Darius Adamczyk,Darius Adamczyk,100.0,2,14,3911,001300_2022_Q3_2665726.txt,,True
030923,TechnipFMC plc,2018,1,2018-05-10,1463013,Douglas Pferdehirt,Douglas Pferdehirt,100.0,1,13,3967,030923_2018_Q1_1463013.txt,,True
030923,TechnipFMC plc,2018,2,2018-07-26,1515680,Douglas Pferdehirt,Douglas Pferdehirt,100.0,1,13,4649,030923_2018_Q2_1515680.txt,,True
030923,TechnipFMC plc,2018,3,2018-10-25,1586406,Douglas Pferdehirt,Douglas Pferdehirt,100.0,1,15,4677,030923_2018_Q3_1586406.txt,,True
030923,TechnipFMC plc,2018,4,2019-02-21,2102358,Douglas Pferdehirt,Douglas Pferdehirt,100.0,1,16,4248,030923_2018_Q4_2102358.txt,,True
030923,TechnipFMC plc,2019,1,2019-04-26,1711306,Douglas Pferdehirt,Douglas Pferdehirt,100.0,1,14,5212,030923_2019_Q1_1711306.txt,,True
030923,TechnipFMC plc,2019,2,2019-07-25,1781866,Douglas Pferdehirt,Douglas Pferdehirt,100.0,1,12,4737,030923_2019_Q2_1781866.txt,,True
030923,TechnipFMC plc,2019,3,2019-10-24,2091823,Douglas Pferdehirt,Douglas Pferdehirt,100.0,1,15,4391,030923_2019_Q3_2091823.txt,,True
030923,TechnipFMC plc,2019,4,2020-02-27,1932043,Douglas Pferdehirt,Douglas Pferdehirt,100.0,1,14,5023,030923_2019_Q4_1932043.txt,,True
030923,TechnipFMC plc,2020,1,2020-04-23,2014300,Douglas Pferdehirt,Douglas Pferdehirt,100.0,1,10,6586,030923_2020_Q1_2014300.txt,,True
030923,TechnipFMC plc,2020,2,2020-07-30,2079731,Douglas Pferdehirt,Douglas Pferdehirt,100.0,1,10,4436,030923_2020_Q2_2079731.txt,,True
030923,TechnipFMC plc,2020,3,2020-10-22,2115541,Douglas Pferdehirt,Douglas Pferdehirt,100.0,1,13,5626,030923_2020_Q3_2115541.txt,,True
030923,TechnipFMC plc,2020,4,2021-02-25,2223250,Douglas Pferdehirt,Douglas Pferdehirt,100.0,2,11,5278,030923_2020_Q4_2223250.txt,,True
030923,TechnipFMC plc,2021,1,2021-04-28,2260926,Douglas Pferdehirt,Douglas Pferdehirt,100.0,2,16,5841,030923_2021_Q1_2260926.txt,,True
030923,TechnipFMC plc,2021,2,2021-07-22,2349551,Douglas Pferdehirt,Douglas Pferdehirt,100.0,2,18,5001,030923_2021_Q2_2349551.txt,,True
030923,TechnipFMC plc,2021,3,2021-10-21,2408835,Douglas Pferdehirt,Douglas Pferdehirt,100.0,2,9,3997,030923_2021_Q3_2408835.txt,,True
030923,TechnipFMC plc,2021,4,2022-02-24,2505874,Douglas Pferdehirt,Douglas Pferdehirt,100.0,2,11,4922,030923_2021_Q4_2505874.txt,,True
030923,TechnipFMC plc,2022,1,2022-04-28,2546644,Douglas Pferdehirt,Douglas Pferdehirt,100.0,2,9,3753,030923_2022_Q1_2546644.txt,,True
030923,TechnipFMC plc,2022,2,2022-07-28,2607270,Douglas Pferdehirt,Douglas Pferdehirt,100.0,1,12,3208,030923_2022_Q2_2607270.txt,,True
030923,TechnipFMC plc,2022,3,2022-10-27,2665191,Douglas Pferdehirt,Douglas Pferdehirt,100.0,1,9,2819,030923_2022_Q3_2665191.txt,,True
146017,Acuity Inc.,2018,1,2018-01-09,1366729,Vernon Nagel,Vernon Nagel,100.0,2,18,6927,146017_2018_Q1_1366729.txt,,True
146017,Acuity Inc.,2018,2,2018-04-04,1427686,Vernon Nagel,Vernon Nagel,100.0,2,17,6607,146017_2018_Q2_1427686.txt,,True
146017,Acuity Inc.,2018,3,2018-07-03,1497033,Vernon Nagel,Vernon Nagel,100.0,2,20,5913,146017_2018_Q3_1497033.txt,,True
146017,Acuity Inc.,2018,4,2018-10-03,1565252,Vernon Nagel,Vernon Nagel,100.0,2,20,6671,146017_2018_Q4_1565252.txt,,True
146017,Acuity Inc.,2019,1,2019-01-09,1636025,Vernon Nagel,Vernon Nagel,100.0,2,20,6138,146017_2019_Q1_1636025.txt,,True
146017,Acuity Inc.,2019,2,2019-04-03,1698022,Vernon Nagel,Vernon Nagel,100.0,2,17,6103,146017_2019_Q2_1698022.txt,,True
146017,Acuity Inc.,2019,3,2019-07-02,1768830,Vernon Nagel,Vernon Nagel,100.0,2,14,6383,146017_2019_Q3_1768830.txt,,True
146017,Acuity Inc.,2019,4,2019-10-02,1831044,Vernon Nagel,Vernon Nagel,100.0,2,13,7550,146017_2019_Q4_1831044.txt,,True
146017,Acuity Inc.,2020,2,2020-04-02,1950109,Neil Ashe,Neil Ashe,100.0,2,18,5047,146017_2020_Q2_1950109.txt,,True
146017,Acuity Inc.,2020,3,2020-06-30,2030550,Neil Ashe,Neil Ashe,100.0,2,13,3228,146017_2020_Q3_2030550.txt,,True
146017,Acuity Inc.,2020,4,2020-10-08,2146453,Neil Ashe,Neil Ashe,100.0,2,15,3964,146017_2020_Q4_2146453.txt,,True
146017,Acuity Inc.,2021,1,2021-01-07,2247254,Neil Ashe,Neil Ashe,100.0,2,16,3424,146017_2021_Q1_2247254.txt,,True
146017,Acuity Inc.,2021,2,2021-03-31,2245324,Neil Ashe,Neil Ashe,100.0,1,15,5267,146017_2021_Q2_2245324.txt,,True
146017,Acuity Inc.,2021,4,2021-10-06,2404490,Neil Ashe,Neil Ashe,100.0,1,11,3150,146017_2021_Q4_2404490.txt,,True
146017,Acuity Inc.,2022,1,2022-01-07,2468575,Neil Ashe,Neil Ashe,100.0,1,18,4086,146017_2022_Q1_2468575.txt,,True
146017,Acuity Inc.,2022,2,2022-04-05,2535250,Neil Ashe,Neil Ashe,100.0,1,11,2950,146017_2022_Q2_2535250.txt,,True
146017,Acuity Inc.,2022,3,2022-06-30,2594492,Neil Ashe,Neil Ashe,100.0,1,12,2936,146017_2022_Q3_2594492.txt,,True
146017,Acuity Inc.,2022,4,2022-10-04,2658111,Neil Ashe,Neil Ashe,100.0,1,20,4365,146017_2022_Q4_2658111.txt,,True
001327,"Skyworks Solutions, Inc.",2018,1,2018-02-05,1380480,Liam Griffin,Liam K. Griffin,100.0,2,20,3202,001327_2018_Q1_1380480.txt,,True
001327,"Skyworks Solutions, Inc.",2018,2,2018-05-03,1453516,Liam Griffin,Liam K. Griffin,100.0,2,18,3418,001327_2018_Q2_1453516.txt,,True
001327,"Skyworks Solutions, Inc.",2018,3,2018-07-19,1545497,Liam Griffin,Liam K. Griffin,100.0,2,16,2942,001327_2018_Q3_1545497.txt,,True
001327,"Skyworks Solutions, Inc.",2018,4,2018-11-08,1607779,Liam Griffin,Liam K. Griffin,100.0,2,20,4146,001327_2018_Q4_1607779.txt,,True
001327,"Skyworks Solutions, Inc.",2019,1,2019-02-05,1649233,Liam Griffin,Liam K. Griffin,100.0,2,17,3827,001327_2019_Q1_1649233.txt,,True
001327,"Skyworks Solutions, Inc.",2019,2,2019-05-02,1724356,Liam Griffin,Liam K. Griffin,100.0,2,20,4281,001327_2019_Q2_1724356.txt,,True
001327,"Skyworks Solutions, Inc.",2019,3,2019-08-07,1805743,Liam Griffin,Liam K. Griffin,100.0,2,16,3128,001327_2019_Q3_1805743.txt,,True
001327,"Skyworks Solutions, Inc.",2019,4,2019-11-12,1877918,Liam Griffin,Liam K. Griffin,100.0,2,16,4022,001327_2019_Q4_1877918.txt,,True
001327,"Skyworks Solutions, Inc.",2020,1,2020-01-23,1894688,Liam Griffin,Liam K. Griffin,100.0,2,18,3972,001327_2020_Q1_1894688.txt,,True
001327,"Skyworks Solutions, Inc.",2020,2,2020-05-04,1995366,Liam Griffin,Liam K. Griffin,100.0,2,15,3908,001327_2020_Q2_1995366.txt,,True
001327,"Skyworks Solutions, Inc.",2020,3,2020-07-23,2091711,Liam Griffin,Liam K. Griffin,100.0,2,19,4593,001327_2020_Q3_2091711.txt,,True
001327,"Skyworks Solutions, Inc.",2020,4,2020-11-02,2126387,Liam Griffin,Liam K. Griffin,100.0,2,13,3382,001327_2020_Q4_2126387.txt,,True
001327,"Skyworks Solutions, Inc.",2021,1,2021-01-28,2184801,Liam Griffin,Liam K. Griffin,100.0,2,16,3963,001327_2021_Q1_2184801.txt,,True
001327,"Skyworks Solutions, Inc.",2021,2,2021-04-29,2263770,Liam Griffin,Liam K. Griffin,100.0,2,16,3935,001327_2021_Q2_2263770.txt,,True
001327,"Skyworks Solutions, Inc.",2021,3,2021-07-29,2355703,Liam Griffin,Liam K. Griffin,100.0,2,13,3425,001327_2021_Q3_2355703.txt,,True
001327,"Skyworks Solutions, Inc.",2021,4,2021-11-04,2426363,Liam Griffin,Liam K. Griffin,100.0,2,11,2921,001327_2021_Q4_2426363.txt,,True
001327,"Skyworks Solutions, Inc.",2022,1,2022-02-03,2489187,Liam Griffin,Liam K. Griffin,100.0,2,13,3557,001327_2022_Q1_2489187.txt,,True
001327,"Skyworks Solutions, Inc.",2022,2,2022-05-03,2551673,Liam Griffin,Liam K. Griffin,100.0,2,12,4003,001327_2022_Q2_2551673.txt,,True
001327,"Skyworks Solutions, Inc.",2022,3,2022-08-04,2617107,Liam Griffin,Liam K. Griffin,100.0,2,15,3665,001327_2022_Q3_2617107.txt,,True
001327,"Skyworks Solutions, Inc.",2022,4,2022-11-03,2674742,Liam Griffin,Liam K. Griffin,100.0,2,14,2872,001327_2022_Q4_2674742.txt,,True
149318,"Wynn Resorts, Limited",2018,1,2018-04-24,1435478,Matthew Maddox,Matt Maddox,88.0,1,25,4009,149318_2018_Q1_1435478.txt,,True
149318,"Wynn Resorts, Limited",2018,2,2018-08-01,1530312,Matthew Maddox,Matt Maddox,88.0,1,28,3252,149318_2018_Q2_1530312.txt,,True
149318,"Wynn Resorts, Limited",2018,3,2018-11-07,1602990,Matthew Maddox,Matt Maddox,88.0,1,13,3209,149318_2018_Q3_1602990.txt,,True
149318,"Wynn Resorts, Limited",2018,4,2019-01-30,1643441,Matthew Maddox,Matt Maddox,88.0,2,18,2978,149318_2018_Q4_1643441.txt,,True
149318,"Wynn Resorts, Limited",2019,1,2019-05-09,1738892,Matthew Maddox,Matt Maddox,88.0,1,15,2584,149318_2019_Q1_1738892.txt,,True
149318,"Wynn Resorts, Limited",2019,2,2019-08-06,1817094,Matthew Maddox,Matt Maddox,88.0,1,16,2389,149318_2019_Q2_1817094.txt,,True
149318,"Wynn Resorts, Limited",2019,3,2019-11-06,1872098,Matthew Maddox,Matt Maddox,88.0,1,20,3040,149318_2019_Q3_1872098.txt,,True
149318,"Wynn Resorts, Limited",2019,4,2020-02-06,1919093,Matthew Maddox,Matt Maddox,88.0,1,4,1378,149318_2019_Q4_1919093.txt,,True
149318,"Wynn Resorts, Limited",2020,1,2020-05-06,2016769,Matthew Maddox,Matt Maddox,88.0,1,15,3523,149318_2020_Q1_2016769.txt,,True
149318,"Wynn Resorts, Limited",2020,2,2020-08-04,2067886,Matthew Maddox,Matt Maddox,88.0,1,13,2110,149318_2020_Q2_2067886.txt,,True
149318,"Wynn Resorts, Limited",2020,3,2020-11-05,2131450,Matthew Maddox,Matt Maddox,88.0,1,11,3023,149318_2020_Q3_2131450.txt,,True
149318,"Wynn Resorts, Limited",2020,4,2021-02-04,2193011,Matthew Maddox,Matt Maddox,88.0,1,9,2722,149318_2020_Q4_2193011.txt,,True
149318,"Wynn Resorts, Limited",2021,1,2021-05-10,2278794,Matthew Maddox,Matt Maddox,88.0,1,10,2157,149318_2021_Q1_2278794.txt,,True
149318,"Wynn Resorts, Limited",2021,2,2021-08-04,2363306,Matthew Maddox,Matt Maddox,88.0,1,9,1653,149318_2021_Q2_2363306.txt,,True
149318,"Wynn Resorts, Limited",2021,3,2021-11-09,2431936,Matthew Maddox,Matt Maddox,88.0,2,9,2039,149318_2021_Q3_2431936.txt,,True
149318,"Wynn Resorts, Limited",2022,1,2022-05-10,3193087,Craig Billings,Craig Billings,100.0,1,15,2610,149318_2022_Q1_3193087.txt,,True
149318,"Wynn Resorts, Limited",2022,2,2022-08-09,2656712,Craig Billings,Craig Billings,100.0,1,17,2638,149318_2022_Q2_2656712.txt,,True
149318,"Wynn Resorts, Limited",2022,3,2022-11-09,2682431,Craig Billings,Craig Billings,100.0,1,18,2795,149318_2022_Q3_2682431.txt,,True
180405,"Activision Blizzard, Inc.",2019,1,2019-05-02,1724740,Robert Kotick,Robert Kotick,100.0,1,3,1449,180405_2019_Q1_1724740.txt,,True
180405,"Activision Blizzard, Inc.",2019,3,2019-11-07,1861862,Robert Kotick,Robert Kotick,100.0,1,1,1169,180405_2019_Q3_1861862.txt,,True
180405,"Activision Blizzard, Inc.",2019,4,2020-02-06,1905805,Robert Kotick,Robert Kotick,100.0,1,1,1086,180405_2019_Q4_1905805.txt,,True
180405,"Activision Blizzard, Inc.",2020,1,2020-05-05,1999950,Robert Kotick,Robert Kotick,100.0,1,1,1181,180405_2020_Q1_1999950.txt,,True
180405,"Activision Blizzard, Inc.",2020,3,2020-10-29,2154209,Robert Kotick,Robert Kotick,100.0,1,1,1393,180405_2020_Q3_2154209.txt,,True
180405,"Activision Blizzard, Inc.",2020,4,2021-02-04,2193355,Robert Kotick,Robert Kotick,100.0,1,8,1433,180405_2020_Q4_2193355.txt,,True
180405,"Activision Blizzard, Inc.",2021,1,2021-05-04,2269272,Robert Kotick,Robert Kotick,100.0,1,1,1404,180405_2021_Q1_2269272.txt,,True
180405,"Activision Blizzard, Inc.",2021,3,2021-11-02,2467459,Robert Kotick,Robert Kotick,100.0,1,1,1421,180405_2021_Q3_2467459.txt,,True
179621,Philip Morris International Inc.,2020,1,2020-04-21,2013033,Andre Calantzopoulos,André Calantzopoulos,95.0,2,23,4532,179621_2020_Q1_2013033.txt,,True
179621,Philip Morris International Inc.,2020,4,2021-02-04,2399400,Andre Calantzopoulos,André Calantzopoulos,95.0,0,7,1867,179621_2020_Q4_2399400.txt,,True
179621,Philip Morris International Inc.,2022,1,2022-04-21,2542034,Jacek Olczak,Jacek Olczak,100.0,2,17,3953,179621_2022_Q1_2542034.txt,,True
179621,Philip Morris International Inc.,2022,3,2022-10-20,2660060,Jacek Olczak,Jacek Olczak,100.0,0,7,1195,179621_2022_Q3_2660060.txt,,True
165993,"Fidelity National Information Services, Inc.",2018,1,2018-05-01,1446701,Gary Norcross,Gary Norcross,100.0,1,13,3132,165993_2018_Q1_1446701.txt,,True
165993,"Fidelity National Information Services, Inc.",2018,2,2018-07-31,1525594,Gary Norcross,Gary Norcross,100.0,1,21,3951,165993_2018_Q2_1525594.txt,,True
165993,"Fidelity National Information Services, Inc.",2018,3,2018-10-30,1591956,Gary Norcross,Gary Norcross,100.0,1,10,2999,165993_2018_Q3_1591956.txt,,True
165993,"Fidelity National Information Services, Inc.",2018,4,2019-02-12,1661111,Gary Norcross,Gary Norcross,100.0,1,19,5172,165993_2018_Q4_1661111.txt,,True
165993,"Fidelity National Information Services, Inc.",2019,1,2019-04-30,1718544,Gary Norcross,Gary Norcross,100.0,1,20,4494,165993_2019_Q1_1718544.txt,,True
165993,"Fidelity National Information Services, Inc.",2019,2,2019-08-06,1799001,Gary Norcross,Gary Norcross,100.0,2,27,4888,165993_2019_Q2_1799001.txt,,True
165993,"Fidelity National Information Services, Inc.",2019,3,2019-11-05,1859646,Gary Norcross,Gary Norcross,100.0,1,22,4383,165993_2019_Q3_1859646.txt,,True
165993,"Fidelity National Information Services, Inc.",2019,4,2020-02-13,1912419,Gary Norcross,Gary Norcross,100.0,1,17,4884,165993_2019_Q4_1912419.txt,,True
165993,"Fidelity National Information Services, Inc.",2020,1,2020-05-07,2001198,Gary Norcross,Gary Norcross,100.0,1,13,5008,165993_2020_Q1_2001198.txt,,True
165993,"Fidelity National Information Services, Inc.",2020,2,2020-08-04,2109423,Gary Norcross,Gary Norcross,100.0,2,17,5143,165993_2020_Q2_2109423.txt,,True
165993,"Fidelity National Information Services, Inc.",2020,3,2020-10-29,2154577,Gary Norcross,Gary Norcross,100.0,1,8,3519,165993_2020_Q3_2154577.txt,,True
165993,"Fidelity National Information Services, Inc.",2020,4,2021-02-09,2200719,Gary Norcross,Gary Norcross,100.0,1,13,3749,165993_2020_Q4_2200719.txt,,True
165993,"Fidelity National Information Services, Inc.",2021,1,2021-05-06,2272715,Gary Norcross,Gary Norcross,100.0,1,17,3921,165993_2021_Q1_2272715.txt,,True
165993,"Fidelity National Information Services, Inc.",2021,2,2021-08-03,2360644,Gary Norcross,Gary Norcross,100.0,1,15,3645,165993_2021_Q2_2360644.txt,,True
165993,"Fidelity National Information Services, Inc.",2021,3,2021-11-04,2425005,Gary Norcross,Gary Norcross,100.0,1,11,4541,165993_2021_Q3_2425005.txt,,True
165993,"Fidelity National Information Services, Inc.",2021,4,2022-02-15,2508435,Gary Norcross,Gary Norcross,100.0,1,8,3541,165993_2021_Q4_2508435.txt,,True
165993,"Fidelity National Information Services, Inc.",2022,1,2022-05-03,2550941,Gary Norcross,Gary Norcross,100.0,1,17,3607,165993_2022_Q1_2550941.txt,,True
165993,"Fidelity National Information Services, Inc.",2022,2,2022-08-04,2615531,Gary Norcross,Gary Norcross,100.0,1,17,2022,165993_2022_Q2_2615531.txt,,True
165993,"Fidelity National Information Services, Inc.",2022,3,2022-11-03,2673526,Gary Norcross,Gary Norcross,100.0,1,5,1446,165993_2022_Q3_2673526.txt,,True
164296,"Warner Bros. Discovery, Inc.",2018,1,2018-05-08,1462950,David Zaslav,David Zaslav,100.0,1,9,5638,164296_2018_Q1_1462950.txt,,True
164296,"Warner Bros. Discovery, Inc.",2018,2,2018-08-07,1538434,David Zaslav,David Zaslav,100.0,1,8,4616,164296_2018_Q2_1538434.txt,,True
164296,"Warner Bros. Discovery, Inc.",2018,3,2018-11-08,1613872,David Zaslav,David Zaslav,100.0,1,11,6619,164296_2018_Q3_1613872.txt,,True
164296,"Warner Bros. Discovery, Inc.",2018,4,2019-02-26,1671953,David Zaslav,David Zaslav,100.0,1,9,4145,164296_2018_Q4_1671953.txt,,True
164296,"Warner Bros. Discovery, Inc.",2019,1,2019-05-02,1726627,David Zaslav,David Zaslav,100.0,1,9,6158,164296_2019_Q1_1726627.txt,,True
164296,"Warner Bros. Discovery, Inc.",2019,2,2019-08-06,1800556,David Zaslav,David Zaslav,100.0,1,10,5977,164296_2019_Q2_1800556.txt,,True
164296,"Warner Bros. Discovery, Inc.",2019,3,2019-11-07,1861772,David Zaslav,David Zaslav,100.0,1,7,4099,164296_2019_Q3_1861772.txt,,True
164296,"Warner Bros. Discovery, Inc.",2019,4,2020-02-27,1933958,David Zaslav,David Zaslav,100.0,1,11,4891,164296_2019_Q4_1933958.txt,,True
164296,"Warner Bros. Discovery, Inc.",2020,1,2020-05-06,2004772,David Zaslav,David Zaslav,100.0,1,13,6378,164296_2020_Q1_2004772.txt,,True
164296,"Warner Bros. Discovery, Inc.",2020,2,2020-08-05,2086364,David Zaslav,David Zaslav,100.0,1,12,4914,164296_2020_Q2_2086364.txt,,True
164296,"Warner Bros. Discovery, Inc.",2020,3,2020-11-05,2211532,David Zaslav,David Zaslav,100.0,1,13,5472,164296_2020_Q3_2211532.txt,,True
164296,"Warner Bros. Discovery, Inc.",2020,4,2021-02-22,2218554,David Zaslav,David Zaslav,100.0,1,12,4785,164296_2020_Q4_2218554.txt,,True
164296,"Warner Bros. Discovery, Inc.",2021,1,2021-04-28,2260818,David Zaslav,David Zaslav,100.0,1,12,3942,164296_2021_Q1_2260818.txt,,True
164296,"Warner Bros. Discovery, Inc.",2021,2,2021-08-03,2391353,David Zaslav,David Zaslav,100.0,1,11,4639,164296_2021_Q2_2391353.txt,,True
164296,"Warner Bros. Discovery, Inc.",2021,3,2021-11-03,2423053,David Zaslav,David Zaslav,100.0,1,7,4566,164296_2021_Q3_2423053.txt,,True
164296,"Warner Bros. Discovery, Inc.",2021,4,2022-02-24,2506778,David Zaslav,David Zaslav,100.0,1,16,5040,164296_2021_Q4_2506778.txt,,True
164296,"Warner Bros. Discovery, Inc.",2022,1,2022-04-26,2543305,David Zaslav,David Zaslav,100.0,1,10,5418,164296_2022_Q1_2543305.txt,,True
164296,"Warner Bros. Discovery, Inc.",2022,2,2022-08-04,2617038,David Zaslav,David Zaslav,100.0,1,11,4938,164296_2022_Q2_2617038.txt,,True
164296,"Warner Bros. Discovery, Inc.",2022,3,2022-11-03,2674889,David Zaslav,David Zaslav,100.0,1,7,6400,164296_2022_Q3_2674889.txt,,True
148349,TransDigm Group Incorporated,2018,1,2018-02-06,1381750,Walter Howley,W. Howley,80.0,1,37,2820,148349_2018_Q1_1381750.txt,,True
148349,TransDigm Group Incorporated,2018,2,2018-05-01,1446572,Walter Howley,W. Howley,80.0,1,32,2305,148349_2018_Q2_1446572.txt,,True
148349,TransDigm Group Incorporated,2018,3,2018-08-07,1537874,Walter Howley,W. Howley,80.0,1,15,1664,148349_2018_Q3_1537874.txt,,True
148349,TransDigm Group Incorporated,2018,4,2018-11-06,1622016,Walter Howley,W. Howley,80.0,1,12,1957,148349_2018_Q4_1622016.txt,,True
170841,Phillips 66,2018,1,2018-04-27,1443357,Gregory Garland,Greg Garland,88.88888888888889,1,21,3317,170841_2018_Q1_1443357.txt,,True
170841,Phillips 66,2018,2,2018-07-27,1522158,Gregory Garland,Greg Garland,88.88888888888889,1,23,3400,170841_2018_Q2_1522158.txt,,True
170841,Phillips 66,2018,3,2018-10-26,1583306,Gregory Garland,Greg Garland,88.88888888888889,1,18,3606,170841_2018_Q3_1583306.txt,,True
170841,Phillips 66,2018,4,2019-02-08,1653690,Gregory Garland,Greg Garland,88.88888888888889,1,17,2652,170841_2018_Q4_1653690.txt,,True
170841,Phillips 66,2019,1,2019-04-30,1718025,Gregory Garland,Greg Garland,88.88888888888889,1,11,2584,170841_2019_Q1_1718025.txt,,True
170841,Phillips 66,2019,2,2019-07-26,1782726,Gregory Garland,Greg Garland,88.88888888888889,1,14,2915,170841_2019_Q2_1782726.txt,,True
170841,Phillips 66,2019,3,2019-10-25,1842011,Gregory Garland,Greg Garland,88.88888888888889,1,9,1691,170841_2019_Q3_1842011.txt,,True
170841,Phillips 66,2019,4,2020-01-31,1901601,Gregory Garland,Greg Garland,88.88888888888889,1,13,3024,170841_2019_Q4_1901601.txt,,True
170841,Phillips 66,2020,1,2020-05-01,1994485,Gregory Garland,Greg Garland,88.88888888888889,1,16,3161,170841_2020_Q1_1994485.txt,,True
170841,Phillips 66,2020,2,2020-07-31,2092280,Gregory Garland,Greg Garland,88.88888888888889,1,9,1863,170841_2020_Q2_2092280.txt,,True
170841,Phillips 66,2020,3,2020-10-30,2155352,Gregory Garland,Greg Garland,88.88888888888889,1,13,2872,170841_2020_Q3_2155352.txt,,True
170841,Phillips 66,2020,4,2021-01-29,2186471,Gregory Garland,Greg Garland,88.88888888888889,1,8,2958,170841_2020_Q4_2186471.txt,,True
170841,Phillips 66,2021,1,2021-04-30,2265713,Gregory Garland,Greg Garland,88.88888888888889,1,8,1294,170841_2021_Q1_2265713.txt,,True
170841,Phillips 66,2021,3,2021-10-29,2418794,Gregory Garland,Greg Garland,88.88888888888889,1,15,3137,170841_2021_Q3_2418794.txt,,True
170841,Phillips 66,2021,4,2022-01-28,3001963,Gregory Garland,Greg Garland,88.88888888888889,1,17,2707,170841_2021_Q4_3001963.txt,,True
170841,Phillips 66,2022,1,2022-04-29,2549197,Mark Lashier,Mark Lashier,100.0,1,17,2553,170841_2022_Q1_2549197.txt,,True
170841,Phillips 66,2022,2,2022-07-29,2609704,Mark Lashier,Mark Lashier,100.0,1,17,2913,170841_2022_Q2_2609704.txt,,True
170841,Phillips 66,2022,3,2022-11-01,2670582,Mark Lashier,Mark Lashier,100.0,1,11,1851,170841_2022_Q3_2670582.txt,,True
016101,AbbVie Inc.,2018,1,2018-04-26,1439740,Richard Gonzalez,Richard Gonzalez,100.0,1,13,5572,016101_2018_Q1_1439740.txt,,True
016101,AbbVie Inc.,2018,2,2018-07-27,1541801,Richard Gonzalez,Richard Gonzalez,100.0,1,8,6049,016101_2018_Q2_1541801.txt,,True
016101,AbbVie Inc.,2018,3,2018-11-02,1597005,Richard Gonzalez,Richard Gonzalez,100.0,2,9,3819,016101_2018_Q3_1597005.txt,,True
