companyid,transcriptid,mostimportantdateutc,headline,transcriptcollectiontypename,transcriptpresentationtypename,transcriptcreationdate_utc,audiolengthsec,priority,call_quarter,call_year,gvkey,companyname
258181,2423243,2021-11-03,"Coterra Energy Inc., Q3 2021 Earnings Call, Nov 03, 2021",Edited Copy,Final,2021-11-03,3363,0,3.0,2021.0,020548,Coterra Energy Inc.
258181,2506240,2022-02-24,"Coterra Energy Inc., Q4 2021 Earnings Call, Feb 24, 2022",Edited Copy,Final,2022-02-24,3716,0,4.0,2021.0,020548,Coterra Energy Inc.
258181,2551107,2022-05-03,"Coterra Energy Inc., Q1 2022 Earnings Call, May 03, 2022",Edited Copy,Final,2022-05-03,3564,0,1.0,2022.0,020548,Coterra Energy Inc.
258181,2614028,2022-08-03,"Coterra Energy Inc., Q2 2022 Earnings Call, Aug 03, 2022",Edited Copy,Final,2022-08-03,2712,0,2.0,2022.0,020548,Coterra Energy Inc.
258181,2676094,2022-11-04,"Coterra Energy Inc., Q3 2022 Earnings Call, Nov 04, 2022",Edited Copy,Final,2022-11-04,3438,0,3.0,2022.0,020548,Coterra Energy Inc.
258458,1395042,2018-02-16,"Campbell Soup Company, Q2 2018 Earnings Call, Feb 16, 2018",Audited Copy,Final,2018-02-19,3608,0,2.0,2018.0,002663,The Campbell's Company
258458,1470448,2018-05-18,"Campbell Soup Company, Q3 2018 Earnings Call, May 18, 2018",Audited Copy,Final,2018-05-19,3495,0,3.0,2018.0,002663,The Campbell's Company
258458,1551854,2018-08-30,"Campbell Soup Company, Q4 2018 Earnings Call, Aug 30, 2018",Audited Copy,Final,2018-09-11,5418,0,4.0,2018.0,002663,The Campbell's Company
258458,1612827,2018-11-20,"Campbell Soup Company, Q1 2019 Earnings Call, Nov 20, 2018",Audited Copy,Final,2018-11-22,3541,0,1.0,2019.0,002663,The Campbell's Company
258458,1677020,2019-02-27,"Campbell Soup Company, Q2 2019 Earnings Call, Feb 27, 2019",Audited Copy,Final,2019-03-05,3658,0,2.0,2019.0,002663,The Campbell's Company
258458,1757788,2019-06-05,"Campbell Soup Company, Q3 2019 Earnings Call, Jun 05, 2019",Audited Copy,Final,2019-06-12,3720,0,3.0,2019.0,002663,The Campbell's Company
258458,1825280,2019-08-30,"Campbell Soup Company, Q4 2019 Earnings Call, Aug 30, 2019",Proofed Copy,Final,2019-09-19,3891,0,4.0,2019.0,002663,The Campbell's Company
258458,1933575,2019-12-04,"Campbell Soup Company, Q1 2020 Earnings Call, Dec 04, 2019",Audited Copy,Final,2020-03-10,3684,0,1.0,2020.0,002663,The Campbell's Company
258458,1936085,2020-03-04,"Campbell Soup Company, Q2 2020 Earnings Call, Mar 04, 2020",Audited Copy,Final,2020-03-12,3682,0,2.0,2020.0,002663,The Campbell's Company
258458,2031940,2020-06-03,"Campbell Soup Company, Q3 2020 Pre Recorded Earnings Call, Jun 03, 2020",Proofed Copy,Final,2020-07-05,2747,0,3.0,2020.0,002663,The Campbell's Company
258458,2107739,2020-09-03,"Campbell Soup Company, Q4 2020 Pre Recorded Earnings Call, Sep 03, 2020",Proofed Copy,Final,2020-10-07,3425,0,4.0,2020.0,002663,The Campbell's Company
258458,2161053,2020-12-09,"Campbell Soup Company, Q1 2021 Earnings Call, Dec 09, 2020",Edited Copy,Final,2020-12-09,4122,0,1.0,2021.0,002663,The Campbell's Company
258458,2233987,2021-03-10,"Campbell Soup Company, Q2 2021 Earnings Call, Mar 10, 2021",Edited Copy,Final,2021-03-10,3521,0,2.0,2021.0,002663,The Campbell's Company
258458,2314438,2021-06-09,"Campbell Soup Company, Q3 2021 Earnings Call, Jun 09, 2021",Edited Copy,Final,2021-06-09,3987,0,3.0,2021.0,002663,The Campbell's Company
258458,2390364,2021-09-01,"Campbell Soup Company, Q4 2021 Earnings Call, Sep 01, 2021",Edited Copy,Final,2021-09-01,4166,0,4.0,2021.0,002663,The Campbell's Company
258458,2457029,2021-12-08,"Campbell Soup Company, Q1 2022 Earnings Call, Dec 08, 2021",Edited Copy,Final,2021-12-08,3802,0,1.0,2022.0,002663,The Campbell's Company
258458,2520666,2022-03-09,"Campbell Soup Company, Q2 2022 Earnings Call, Mar 09, 2022",Edited Copy,Final,2022-03-09,3704,0,2.0,2022.0,002663,The Campbell's Company
258458,2586178,2022-06-08,"Campbell Soup Company, Q3 2022 Earnings Call, Jun 08, 2022",Edited Copy,Final,2022-06-08,3630,0,3.0,2022.0,002663,The Campbell's Company
258458,2640703,2022-09-01,"Campbell Soup Company, Q4 2022 Earnings Call, Sep 01, 2022",Edited Copy,Final,2022-09-01,3488,0,4.0,2022.0,002663,The Campbell's Company
258823,2059775,2018-03-22,"Carnival Corporation, Q1 2018 Earnings Call, Mar 22, 2018",Audited Copy,Final,2020-08-05,3928,0,1.0,2018.0,013498,Carnival Corporation Ltd.
258823,1503859,2018-06-25,"Carnival Corporation, Q2 2018 Earnings Call, Jun 25, 2018",Audited Copy,Final,2018-07-19,4159,0,2.0,2018.0,013498,Carnival Corporation Ltd.
258823,2059767,2018-09-27,"Carnival Corporation, Q3 2018 Earnings Call, Sep 27, 2018",Audited Copy,Final,2020-08-05,3803,0,3.0,2018.0,013498,Carnival Corporation Ltd.
258823,2059754,2018-12-20,"Carnival Corporation, Q4 2018 Earnings Call, Dec 20, 2018",Audited Copy,Final,2020-08-05,4176,0,4.0,2018.0,013498,Carnival Corporation Ltd.
258823,1693850,2019-03-26,"Carnival Corporation, Q1 2019 Earnings Call, Mar 26, 2019",Audited Copy,Final,2019-03-27,3816,0,1.0,2019.0,013498,Carnival Corporation Ltd.
258823,2059736,2019-06-20,"Carnival Corporation, Q2 2019 Earnings Call, Jun 20, 2019",Audited Copy,Final,2020-08-05,5753,0,2.0,2019.0,013498,Carnival Corporation Ltd.
258823,1829645,2019-09-26,"Carnival Corporation & Plc, Q3 2019 Earnings Call, Sep 26, 2019",Audited Copy,Final,2019-09-30,3922,0,3.0,2019.0,013498,Carnival Corporation Ltd.
258823,2059733,2019-12-20,"Carnival Corporation & Plc, Q4 2019 Earnings Call, Dec 20, 2019",Audited Copy,Final,2020-08-05,4197,0,4.0,2019.0,013498,Carnival Corporation Ltd.
258823,2062178,2020-07-10,"Carnival Corporation & Plc, Q2 2020 Earnings Call, Jul 10, 2020",Proofed Copy,Final,2020-08-06,4226,0,2.0,2020.0,013498,Carnival Corporation Ltd.
258823,3414098,2021-01-11,"Carnival Corporation & Plc, Q4 2020 Earnings Call, Jan 11, 2021",Audited Copy,Final,2025-04-07,3597,0,4.0,2020.0,013498,Carnival Corporation Ltd.
258823,2248061,2021-04-07,"Carnival Corporation & plc, Q1 2021 Earnings Call, Apr 07, 2021",Edited Copy,Final,2021-04-07,3644,0,1.0,2021.0,013498,Carnival Corporation Ltd.
258823,2329070,2021-06-24,"Carnival Corporation & plc, Q2 2021 Earnings Call, Jun 24, 2021",Audited Copy,Final,2021-06-28,3793,0,2.0,2021.0,013498,Carnival Corporation Ltd.
258823,2406497,2021-09-24,"Carnival Corporation & plc, Q3 2021 Earnings Call, Sep 24, 2021",Proofed Copy,Final,2021-10-14,3748,0,3.0,2021.0,013498,Carnival Corporation Ltd.
258823,2463050,2021-12-20,"Carnival Corporation & plc, Q4 2021 Earnings Call, Dec 20, 2021",Edited Copy,Final,2021-12-20,3869,0,4.0,2021.0,013498,Carnival Corporation Ltd.
258823,2528817,2022-03-22,"Carnival Corporation & plc, Q1 2022 Earnings Call, Mar 22, 2022",Edited Copy,Final,2022-03-22,3856,0,1.0,2022.0,013498,Carnival Corporation Ltd.
258823,2592699,2022-06-24,"Carnival Corporation & plc, Q2 2022 Earnings Call, Jun 24, 2022",Edited Copy,Final,2022-06-24,3840,0,2.0,2022.0,013498,Carnival Corporation Ltd.
258823,2653554,2022-09-30,"Carnival Corporation & plc, Q3 2022 Earnings Call, Sep 30, 2022",Edited Copy,Final,2022-09-30,3619,0,3.0,2022.0,013498,Carnival Corporation Ltd.
258823,2712124,2022-12-21,"Carnival Corporation & plc, Q4 2022 Earnings Call, Dec 21, 2022",Edited Copy,Final,2022-12-21,3698,0,4.0,2022.0,013498,Carnival Corporation Ltd.
260149,1462344,2018-05-09,"CenturyLink, Inc., Q1 2018 Earnings Call, May 09, 2018",Audited Copy,Final,2018-05-12,3102,0,1.0,2018.0,002884,"Lumen Technologies, Inc."
260149,1572323,2018-08-08,"CenturyLink, Inc., Q2 2018 Earnings Call, Aug 08, 2018",Audited Copy,Final,2018-10-18,3807,0,2.0,2018.0,002884,"Lumen Technologies, Inc."
260149,1612479,2018-11-08,"CenturyLink, Inc., Q3 2018 Earnings Call, Nov 08, 2018",Audited Copy,Final,2018-11-22,3176,0,3.0,2018.0,002884,"Lumen Technologies, Inc."
260149,1667004,2019-02-13,"CenturyLink, Inc., Q4 2018 Earnings Call, Feb 13, 2019",Audited Copy,Final,2019-02-23,3840,0,4.0,2018.0,002884,"Lumen Technologies, Inc."
260149,1738377,2019-05-08,"CenturyLink, Inc., Q1 2019 Earnings Call, May 08, 2019",Audited Copy,Final,2019-05-16,3898,0,1.0,2019.0,002884,"Lumen Technologies, Inc."
260149,1800767,2019-08-07,"CenturyLink, Inc., Q2 2019 Earnings Call, Aug 07, 2019",Audited Copy,Final,2019-08-12,3790,0,2.0,2019.0,002884,"Lumen Technologies, Inc."
260149,1871649,2019-11-06,"CenturyLink, Inc., Q3 2019 Earnings Call, Nov 06, 2019",Proofed Copy,Final,2019-11-21,2743,0,3.0,2019.0,002884,"Lumen Technologies, Inc."
260149,1914527,2020-02-12,"CenturyLink, Inc., Q4 2019 Earnings Call, Feb 12, 2020",Proofed Copy,Final,2020-02-19,3885,0,4.0,2019.0,002884,"Lumen Technologies, Inc."
260149,2016747,2020-05-06,"CenturyLink, Inc., Q1 2020 Earnings Call, May 06, 2020",Proofed Copy,Final,2020-06-13,3666,0,1.0,2020.0,002884,"Lumen Technologies, Inc."
260149,2117323,2020-08-05,"CenturyLink, Inc., Q2 2020 Earnings Call, Aug 05, 2020",Proofed Copy,Final,2020-10-25,3885,0,2.0,2020.0,002884,"Lumen Technologies, Inc."
260149,2129398,2020-11-04,"Lumen Technologies, Inc., Q3 2020 Earnings Call, Nov 04, 2020",Edited Copy,Final,2020-11-05,4019,0,3.0,2020.0,002884,"Lumen Technologies, Inc."
260149,2203704,2021-02-10,"Lumen Technologies, Inc., Q4 2020 Earnings Call, Feb 10, 2021",Edited Copy,Final,2021-02-11,4458,0,4.0,2020.0,002884,"Lumen Technologies, Inc."
260149,2271415,2021-05-05,"Lumen Technologies, Inc., Q1 2021 Earnings Call, May 05, 2021",Edited Copy,Final,2021-05-05,3674,0,1.0,2021.0,002884,"Lumen Technologies, Inc."
260149,2361826,2021-08-03,"Lumen Technologies, Inc., Q2 2021 Earnings Call, Aug 03, 2021",Edited Copy,Final,2021-08-04,3547,0,2.0,2021.0,002884,"Lumen Technologies, Inc."
260149,2428867,2021-11-03,"Lumen Technologies, Inc., Q3 2021 Earnings Call, Nov 03, 2021",Proofed Copy,Final,2021-11-07,3776,0,3.0,2021.0,002884,"Lumen Technologies, Inc."
260149,2489599,2022-02-09,"Lumen Technologies, Inc., Q4 2021 Earnings Call, Feb 09, 2022",Edited Copy,Final,2022-02-10,3816,0,4.0,2021.0,002884,"Lumen Technologies, Inc."
260149,2553434,2022-05-04,"Lumen Technologies, Inc., Q1 2022 Earnings Call, May 04, 2022",Edited Copy,Final,2022-05-04,3887,0,1.0,2022.0,002884,"Lumen Technologies, Inc."
260149,2614575,2022-08-03,"Lumen Technologies, Inc., Q2 2022 Earnings Call, Aug 03, 2022",Edited Copy,Final,2022-08-03,3759,0,2.0,2022.0,002884,"Lumen Technologies, Inc."
260149,2672642,2022-11-02,"Lumen Technologies, Inc., Q3 2022 Earnings Call, Nov 02, 2022",Edited Copy,Final,2022-11-02,3303,0,3.0,2022.0,002884,"Lumen Technologies, Inc."
260725,1424078,2018-03-22,"Cintas Corporation, Q3 2018 Earnings Call, Mar 22, 2018",Audited Copy,Final,2018-03-23,2580,0,3.0,2018.0,003062,Cintas Corporation
260725,1504078,2018-07-19,"Cintas Corporation, Q4 2018 Earnings Call, Jul 19, 2018",Proofed Copy,Final,2018-07-20,3585,0,4.0,2018.0,003062,Cintas Corporation
260725,1561217,2018-09-25,"Cintas Corporation, Q1 2019 Earnings Call, Sep 25, 2018",Proofed Copy,Final,2018-09-26,2620,0,1.0,2019.0,003062,Cintas Corporation
260725,1635136,2018-12-20,"Cintas Corporation, Q2 2019 Earnings Call, Dec 20, 2018",Audited Copy,Final,2019-01-14,3466,0,2.0,2019.0,003062,Cintas Corporation
260725,1693291,2019-03-21,"Cintas Corporation, Q3 2019 Earnings Call, Mar 21, 2019",Audited Copy,Final,2019-03-26,3711,0,3.0,2019.0,003062,Cintas Corporation
260725,1772728,2019-07-16,"Cintas Corporation, Q4 2019 Earnings Call, Jul 16, 2019",Audited Copy,Final,2019-07-18,3512,0,4.0,2019.0,003062,Cintas Corporation
260725,1828484,2019-09-24,"Cintas Corporation, Q1 2020 Earnings Call, Sep 24, 2019",Proofed Copy,Final,2019-09-26,3351,0,1.0,2020.0,003062,Cintas Corporation
260725,1887160,2019-12-17,"Cintas Corporation, Q2 2020 Earnings Call, Dec 17, 2019",Audited Copy,Final,2020-01-06,3455,0,2.0,2020.0,003062,Cintas Corporation
260725,1943370,2020-03-19,"Cintas Corporation, Q3 2020 Earnings Call, Mar 19, 2020",Audited Copy,Final,2020-03-23,2641,0,3.0,2020.0,003062,Cintas Corporation
260725,2085249,2020-07-23,"Cintas Corporation, Q4 2020 Earnings Call, Jul 23, 2020",Proofed Copy,Final,2020-08-27,4422,0,4.0,2020.0,003062,Cintas Corporation
260725,2136359,2020-09-23,"Cintas Corporation, Q1 2021 Earnings Call, Sep 23, 2020",Proofed Copy,Final,2020-11-10,4515,0,1.0,2021.0,003062,Cintas Corporation
260725,2164645,2020-12-22,"Cintas Corporation, Q2 2021 Earnings Call, Dec 22, 2020",Edited Copy,Final,2020-12-22,4485,0,2.0,2021.0,003062,Cintas Corporation
260725,2238878,2021-03-17,"Cintas Corporation, Q3 2021 Earnings Call, Mar 17, 2021",Edited Copy,Final,2021-03-17,3827,0,3.0,2021.0,003062,Cintas Corporation
260725,2346143,2021-07-15,"Cintas Corporation, Q4 2021 Earnings Call, Jul 15, 2021",Edited Copy,Final,2021-07-15,4273,0,4.0,2021.0,003062,Cintas Corporation
260725,2402791,2021-09-29,"Cintas Corporation, Q1 2022 Earnings Call, Sep 29, 2021",Edited Copy,Final,2021-09-29,3618,0,1.0,2022.0,003062,Cintas Corporation
260725,2463738,2021-12-22,"Cintas Corporation, Q2 2022 Earnings Call, Dec 22, 2021",Edited Copy,Final,2021-12-22,3202,0,2.0,2022.0,003062,Cintas Corporation
260725,2529647,2022-03-23,"Cintas Corporation, Q3 2022 Earnings Call, Mar 23, 2022",Edited Copy,Final,2022-03-23,3681,0,3.0,2022.0,003062,Cintas Corporation
260725,2599445,2022-07-14,"Cintas Corporation, Q4 2022 Earnings Call, Jul 14, 2022",Edited Copy,Final,2022-07-14,4292,0,4.0,2022.0,003062,Cintas Corporation
265253,1446523,2018-05-01,"Cummins Inc., Q1 2018 Earnings Call, May 01, 2018",Audited Copy,Final,2018-05-03,3577,0,1.0,2018.0,003650,Cummins Inc.
265253,1523441,2018-07-31,"Cummins Inc., Q2 2018 Earnings Call, Jul 31, 2018",Proofed Copy,Final,2018-08-07,3789,0,2.0,2018.0,003650,Cummins Inc.
265253,1594437,2018-10-30,"Cummins Inc., Q3 2018 Earnings Call, Oct 30, 2018",Audited Copy,Final,2018-11-07,3769,0,3.0,2018.0,003650,Cummins Inc.
265253,1662751,2019-02-06,"Cummins Inc., Q4 2018 Earnings Call, Feb 06, 2019",Audited Copy,Final,2019-02-21,3548,0,4.0,2018.0,003650,Cummins Inc.
265253,1718708,2019-04-30,"Cummins Inc., Q1 2019 Earnings Call, Apr 30, 2019",Audited Copy,Final,2019-05-03,3691,0,1.0,2019.0,003650,Cummins Inc.
265253,1788809,2019-07-30,"Cummins Inc., Q2 2019 Earnings Call, Jul 30, 2019",Audited Copy,Final,2019-08-02,3725,0,2.0,2019.0,003650,Cummins Inc.
265253,3022045,2019-10-29,"Cummins Inc., Q3 2019 Earnings Call, Oct 29, 2019",Audited Copy,Final,2024-02-13,4123,0,3.0,2019.0,003650,Cummins Inc.
265253,1902035,2020-02-04,"Cummins Inc., Q4 2019 Earnings Call, Feb 04, 2020",Audited Copy,Final,2020-02-06,3710,0,4.0,2019.0,003650,Cummins Inc.
265253,2017294,2020-04-28,"Cummins Inc., Q1 2020 Earnings Call, Apr 28, 2020",Audited Copy,Final,2020-06-15,3743,0,1.0,2020.0,003650,Cummins Inc.
265253,3306283,2020-07-28,"Cummins Inc., Q2 2020 Earnings Call, Jul 28, 2020",Edited Copy,Final,2024-11-11,3535,0,2.0,2020.0,003650,Cummins Inc.
265253,2153573,2020-10-27,"Cummins Inc., Q3 2020 Earnings Call, Oct 27, 2020",Proofed Copy,Final,2020-11-25,3537,0,3.0,2020.0,003650,Cummins Inc.
265253,2238540,2021-02-04,"Cummins Inc., Q4 2020 Earnings Call, Feb 04, 2021",Proofed Copy,Final,2021-03-17,3581,0,4.0,2020.0,003650,Cummins Inc.
265253,2294654,2021-05-04,"Cummins Inc., Q1 2021 Earnings Call, May 04, 2021",Proofed Copy,Final,2021-05-21,3533,0,1.0,2021.0,003650,Cummins Inc.
265253,2360921,2021-08-03,"Cummins Inc., Q2 2021 Earnings Call, Aug 03, 2021",Edited Copy,Final,2021-08-03,3676,0,2.0,2021.0,003650,Cummins Inc.
265253,2421421,2021-11-02,"Cummins Inc., Q3 2021 Earnings Call, Nov 02, 2021",Edited Copy,Final,2021-11-02,3580,0,3.0,2021.0,003650,Cummins Inc.
265253,2484478,2022-02-03,"Cummins Inc., Q4 2021 Earnings Call, Feb 03, 2022",Edited Copy,Final,2022-02-03,3630,0,4.0,2021.0,003650,Cummins Inc.
265253,2551151,2022-05-03,"Cummins Inc., Q1 2022 Earnings Call, May 03, 2022",Edited Copy,Final,2022-05-03,3609,0,1.0,2022.0,003650,Cummins Inc.
265253,2612276,2022-08-02,"Cummins Inc., Q2 2022 Earnings Call, Aug 02, 2022",Edited Copy,Final,2022-08-02,3587,0,2.0,2022.0,003650,Cummins Inc.
265253,2673765,2022-11-03,"Cummins Inc., Q3 2022 Earnings Call, Nov 03, 2022",Edited Copy,Final,2022-11-03,3561,0,3.0,2022.0,003650,Cummins Inc.
266510,1452622,2018-05-02,"Devon Energy Corporation, Q1 2018 Earnings Call, May 02, 2018",Audited Copy,Final,2018-05-08,3751,0,1.0,2018.0,014934,Devon Energy Corporation
266510,1531308,2018-08-01,"Devon Energy Corporation, Q2 2018 Earnings Call, Aug 01, 2018",Proofed Copy,Final,2018-08-10,3747,0,2.0,2018.0,014934,Devon Energy Corporation
266510,1613396,2018-11-07,"Devon Energy Corporation, Q3 2018 Earnings Call, Nov 07, 2018",Audited Copy,Final,2018-11-23,3585,0,3.0,2018.0,014934,Devon Energy Corporation
266510,1664542,2019-02-20,"Devon Energy Corporation, Q4 2018 Earnings Call, Feb 20, 2019",Audited Copy,Final,2019-02-22,3615,0,4.0,2018.0,014934,Devon Energy Corporation
266510,1722810,2019-05-01,"Devon Energy Corporation, Q1 2019 Earnings Call, May 01, 2019",Audited Copy,Final,2019-05-07,3636,0,1.0,2019.0,014934,Devon Energy Corporation
266510,2090317,2019-08-07,"Devon Energy Corporation, Q2 2019 Earnings Call, Aug 07, 2019",Audited Copy,Final,2020-09-04,3266,0,2.0,2019.0,014934,Devon Energy Corporation
266510,1861390,2019-11-06,"Devon Energy Corporation, Q3 2019 Earnings Call, Nov 06, 2019",Audited Copy,Final,2019-11-11,3353,0,3.0,2019.0,014934,Devon Energy Corporation
266510,1922724,2020-02-19,"Devon Energy Corporation, Q4 2019 Earnings Call, Feb 19, 2020",Audited Copy,Final,2020-02-26,3660,0,4.0,2019.0,014934,Devon Energy Corporation
266510,2003735,2020-05-06,"Devon Energy Corporation, Q1 2020 Earnings Call, May 06, 2020",Audited Copy,Final,2020-06-01,3486,0,1.0,2020.0,014934,Devon Energy Corporation
266510,2083230,2020-08-05,"Devon Energy Corporation, Q2 2020 Earnings Call, Aug 05, 2020",Audited Copy,Final,2020-08-25,2158,0,2.0,2020.0,014934,Devon Energy Corporation
266510,2168515,2020-10-30,"Devon Energy Corporation, Q3 2020 Earnings Call, Oct 30, 2020",Proofed Copy,Final,2021-01-11,3011,0,3.0,2020.0,014934,Devon Energy Corporation
266510,2213787,2021-02-17,"Devon Energy Corporation, Q4 2020 Earnings Call, Feb 17, 2021",Edited Copy,Final,2021-02-17,3746,0,4.0,2020.0,014934,Devon Energy Corporation
266510,2296633,2021-05-05,"Devon Energy Corporation, Q1 2021 Earnings Call, May 05, 2021",Proofed Copy,Final,2021-05-22,3592,0,1.0,2021.0,014934,Devon Energy Corporation
266510,2362813,2021-08-04,"Devon Energy Corporation, Q2 2021 Earnings Call, Aug 04, 2021",Edited Copy,Final,2021-08-04,3769,0,2.0,2021.0,014934,Devon Energy Corporation
266510,2423340,2021-11-03,"Devon Energy Corporation, Q3 2021 Earnings Call, Nov 03, 2021",Edited Copy,Final,2021-11-03,3659,0,3.0,2021.0,014934,Devon Energy Corporation
266510,2496106,2022-02-16,"Devon Energy Corporation, Q4 2021 Earnings Call, Feb 16, 2022",Edited Copy,Final,2022-02-16,3552,0,4.0,2021.0,014934,Devon Energy Corporation
266510,2596047,2022-05-03,"Devon Energy Corporation, Q1 2022 Earnings Call, May 03, 2022",Edited Copy,Final,2022-07-06,3662,0,1.0,2022.0,014934,Devon Energy Corporation
266510,2612233,2022-08-02,"Devon Energy Corporation, Q2 2022 Earnings Call, Aug 02, 2022",Edited Copy,Final,2022-08-02,3626,0,2.0,2022.0,014934,Devon Energy Corporation
266510,2672347,2022-11-02,"Devon Energy Corporation, Q3 2022 Earnings Call, Nov 02, 2022",Edited Copy,Final,2022-11-02,3686,0,3.0,2022.0,014934,Devon Energy Corporation
269231,1381692,2018-02-06,"Emerson Electric Co., Q1 2018 Earnings Call, Feb 06, 2018",Proofed Copy,Final,2018-02-07,4462,0,1.0,2018.0,004321,Emerson Electric Co.
269231,1446697,2018-05-01,"Emerson Electric Co., Q2 2018 Earnings Call, May 01, 2018",Audited Copy,Final,2018-05-03,4147,0,2.0,2018.0,004321,Emerson Electric Co.
269231,1538076,2018-08-07,"Emerson Electric Co., Q3 2018 Earnings Call, Aug 07, 2018",Audited Copy,Final,2018-08-20,4573,0,3.0,2018.0,004321,Emerson Electric Co.
269231,1613059,2018-11-06,"Emerson Electric Co., Q4 2018 Earnings Call, Nov 06, 2018",Audited Copy,Final,2018-11-23,3777,0,4.0,2018.0,004321,Emerson Electric Co.
269231,1647693,2019-02-05,"Emerson Electric Co., Q1 2019 Earnings Call, Feb 05, 2019",Proofed Copy,Final,2019-02-06,4478,0,1.0,2019.0,004321,Emerson Electric Co.
269231,1732880,2019-05-07,"Emerson Electric Co., Q2 2019 Earnings Call, May 07, 2019",Audited Copy,Final,2019-05-14,5032,0,2.0,2019.0,004321,Emerson Electric Co.
269231,1803030,2019-08-06,"Emerson Electric Co., Q3 2019 Earnings Call, Aug 06, 2019",Audited Copy,Final,2019-08-13,4692,0,3.0,2019.0,004321,Emerson Electric Co.
269231,1861146,2019-11-05,"Emerson Electric Co., Q4 2019 Earnings Call, Nov 05, 2019",Audited Copy,Final,2019-11-11,5006,0,4.0,2019.0,004321,Emerson Electric Co.
269231,1904620,2020-02-04,"Emerson Electric Co., Q1 2020 Earnings Call, Feb 04, 2020",Audited Copy,Final,2020-02-11,4077,0,1.0,2020.0,004321,Emerson Electric Co.
269231,2013052,2020-04-21,"Emerson Electric Co., Q2 2020 Earnings Call, Apr 21, 2020",Audited Copy,Final,2020-06-10,7586,0,2.0,2020.0,004321,Emerson Electric Co.
269231,2086378,2020-08-04,"Emerson Electric Co., Q3 2020 Earnings Call, Aug 04, 2020",Proofed Copy,Final,2020-08-28,4836,0,3.0,2020.0,004321,Emerson Electric Co.
269231,2127757,2020-11-03,"Emerson Electric Co., Q4 2020 Earnings Call, Nov 03, 2020",Edited Copy,Final,2020-11-04,5510,0,4.0,2020.0,004321,Emerson Electric Co.
269231,2189084,2021-02-02,"Emerson Electric Co., Q1 2021 Earnings Call, Feb 02, 2021",Edited Copy,Final,2021-02-03,5070,0,1.0,2021.0,004321,Emerson Electric Co.
269231,2270654,2021-05-05,"Emerson Electric Co., Q2 2021 Earnings Call, May 05, 2021",Edited Copy,Final,2021-05-05,3798,0,2.0,2021.0,004321,Emerson Electric Co.
269231,2362541,2021-08-04,"Emerson Electric Co., Q3 2021 Earnings Call, Aug 04, 2021",Edited Copy,Final,2021-08-04,4306,0,3.0,2021.0,004321,Emerson Electric Co.
269231,2423138,2021-11-03,"Emerson Electric Co., Q4 2021 Earnings Call, Nov 03, 2021",Edited Copy,Final,2021-11-03,3607,0,4.0,2021.0,004321,Emerson Electric Co.
269231,2488190,2022-02-02,"Emerson Electric Co., Q1 2022 Earnings Call, Feb 02, 2022",Audited Copy,Final,2022-02-09,3672,0,1.0,2022.0,004321,Emerson Electric Co.
269231,2552669,2022-05-04,"Emerson Electric Co., Q2 2022 Earnings Call, May 04, 2022",Edited Copy,Final,2022-05-04,3496,0,2.0,2022.0,004321,Emerson Electric Co.
269231,2643040,2022-08-09,"Emerson Electric Co., Q3 2022 Earnings Call, Aug 09, 2022",Proofed Copy,Final,2022-09-07,3757,0,3.0,2022.0,004321,Emerson Electric Co.
269231,2669371,2022-10-31,"Emerson Electric Co., Q4 2022 Earnings Call, Oct 31, 2022",Edited Copy,Final,2022-10-31,3177,0,4.0,2022.0,004321,Emerson Electric Co.
280944,1437351,2018-04-25,"Ingersoll-Rand Plc, Q1 2018 Earnings Call, Apr 25, 2018",Audited Copy,Final,2018-04-26,3835,0,1.0,2018.0,005959,Trane Technologies plc
280944,1514961,2018-07-25,"Ingersoll-Rand Plc, Q2 2018 Earnings Call, Jul 25, 2018",Audited Copy,Final,2018-07-31,3803,0,2.0,2018.0,005959,Trane Technologies plc
280944,1577018,2018-10-24,"Ingersoll-Rand Plc, Q3 2018 Earnings Call, Oct 24, 2018",Audited Copy,Final,2018-10-25,3932,0,3.0,2018.0,005959,Trane Technologies plc
280944,1643714,2019-01-30,"Ingersoll-Rand Plc, Q4 2018 Earnings Call, Jan 30, 2019",Audited Copy,Final,2019-01-31,3967,0,4.0,2018.0,005959,Trane Technologies plc
280944,1950383,2019-04-30,"Ingersoll-Rand Plc, Q1 2019 Earnings Call, Apr 30, 2019",Audited Copy,Final,2020-04-02,3622,0,1.0,2019.0,005959,Trane Technologies plc
280944,1790265,2019-07-30,"Ingersoll-Rand Plc, Q2 2019 Earnings Call, Jul 30, 2019",Audited Copy,Final,2019-08-03,3846,0,2.0,2019.0,005959,Trane Technologies plc
280944,1846254,2019-10-29,"Ingersoll-Rand Plc, Q3 2019 Earnings Call, Oct 29, 2019",Audited Copy,Final,2019-10-31,3794,0,3.0,2019.0,005959,Trane Technologies plc
280944,3189707,2020-01-29,"Ingersoll-Rand Plc, Q4 2019 Earnings Call, Jan 29, 2020",Edited Copy,Final,2024-07-18,3826,0,4.0,2019.0,005959,Trane Technologies plc
280944,1998982,2020-05-05,"Trane Technologies plc, Q1 2020 Earnings Call, May 05, 2020",Audited Copy,Final,2020-05-26,3921,0,1.0,2020.0,005959,Trane Technologies plc
280944,2092244,2020-07-29,"Trane Technologies plc, Q2 2020 Earnings Call, Jul 29, 2020",Proofed Copy,Final,2020-09-09,3994,0,2.0,2020.0,005959,Trane Technologies plc
