gvkey,fyear,net_tone,strong_modality,inverse_hedging,n_calls_used,z_net_tone,z_strong_modality,z_inverse_hedging,overconfidence,overconfidence_pca
003650,2019,0.5770808630291602,6.42808263761636,-4.448297088613027,4,-2.2025281293164345,0.11998736615206607,0.7292854060528543,-0.45108511903717136,-1.0222417818481473
003650,2020,-2.5407731444530435,6.158964098595579,-6.129135831052485,4,-2.6669287384446787,-0.002852429442147198,0.014634409147932575,-0.885048919579631,-1.775882605909139
003650,2021,9.142040930313918,6.677387826575334,-5.154785347761817,4,-0.9267876158540411,0.23378331110527634,0.4289040988195752,-0.08803340197639654,-0.4054345439990492
003650,2022,17.522112034307156,6.677773446066129,-3.2223873687288322,2,0.32141390862181873,0.23395932803669542,1.250511851701747,0.6019616961200871,0.9837131865725766
004321,2018,10.973141070198166,7.088967970134337,-5.318394408263061,4,-0.6540474496062438,0.4216500440675895,0.3593415790860064,0.04231472451578402,-0.32840448691253793
004321,2019,3.7932983245199003,7.422702738304669,-5.382516897033339,4,-1.7234764018715856,0.5739840707529833,0.3320782852514081,-0.272471348622398,-1.1109151917752804
004321,2020,3.4246858196335945,8.818932855259046,-5.668375291249259,4,-1.778380791682873,1.211296620060173,0.21053837708415846,-0.11884859817951392,-1.4291862072188082
004321,2021,14.220160797138522,7.461894427257155,-5.188931845025456,4,-0.1704077617235414,0.5918732101539058,0.41438585403253864,0.2786171008209677,-0.020690208945325375
004321,2022,18.318796173773467,6.414833637446465,-4.878975990738927,4,0.44007905418767557,0.11393982859252301,0.5461714052989851,0.36673009602639456,0.6267354252591535
004510,2018,9.07844571596587,10.370904227978818,-5.656440630630846,4,-0.9362600466381639,1.919697635042817,0.2156126991433298,0.399683429182661,-1.0835747771363866
004510,2019,7.349721040573006,5.793430252879985,-6.981645644014323,4,-1.1937515104273178,-0.16970122051336725,-0.34783164563861113,-0.5704281255264321,-0.980664997979778
